Symbol,Name,Last,Std Dev,"Market Cap, $K",1Y Return,3Y Return,20D His Vol,Long Term,Exchange,%Chg,52W High,52W Low,Pivot
REI,Ring Energy Inc,11.6,-1.96,650883000,7.41%,-30.12%,29.57%,33% Sell,AMEX,-3.49%,14.67,8.76,12.01
REIS,Reis Inc,18,0.2,206605000,-13.25%,-23.29%,22.04%,67% Sell,NASDAQ,0.28%,23.63,15.95,18.03
REN,Resolute Energy Corp,26.99,-1.05,622022000,-11.24%,59.02%,35.23%,67% Sell,NYSE,-2.46%,49.14,22.27,27.94
RES,RPC Inc,21.69,-2.28,4831691000,20.26%,35.55%,19.73%,67% Buy,NYSE,-2.43%,25,16.48,22.37
RESI,Altisource Residential Corporat,10.97,-0.39,587494000,6.09%,-52.58%,14.77%,67% Sell,NYSE,-0.36%,15.66,9.86,11
RETA,Reata Pharma Cla,31.39,-1.98,855558000,24.27%,0.00%,34.79%,67% Buy,NASDAQ,-4.24%,41.6,18.51,32.77
REV,Revlon Inc,21.3,-0.2,1136592000,-39.38%,-37.03%,73.48%,Hold,NYSE,-1.39%,36.8,15.6,21.58
REVG,Rev Group Inc,26.32,-2.43,1747446000,5.44%,0.00%,21.45%,67% Sell,NYSE,-3.38%,31.6,23.55,27.37
REX,Rex American Resources Corp,89.8,-0.04,595965000,12.78%,24.67%,14.18%,67% Sell,NYSE,-1.00%,107.87,76.1,90.89
REXR,Rexford Industrial Realty Inc,29.2,0.74,2075828000,34.93%,89.00%,11.72%,67% Buy,NYSE,0.55%,30.66,20.05,29.37
RF,Regions Financial Corp,15.44,0.61,18452034000,46.23%,55.49%,15.25%,100% Buy,NYSE,0.52%,16.03,10.32,15.32
RGA,Reinsurance Group of America Inc,143.01,-1.62,9316226000,32.81%,71.47%,7.20%,100% Buy,NYSE,-1.00%,147.13,107.12,144.61
RGC,Regal Entertainment Group,16.38,0,2567441000,-28.57%,-26.19%,29.92%,67% Sell,NYSE,0.18%,24.79,13.9,16.29
RGCO,Rgc Resources Inc,28.1,-0.53,204971000,72.18%,111.04%,26.31%,67% Buy,NASDAQ,-0.88%,31.99,16.23,28.54
RGEN,Repligen Cp,36.96,-0.33,1264709000,28.47%,47.15%,26.09%,100% Sell,NASDAQ,-0.40%,46.81,26.16,37.42
RGLD,Royal Gold Inc,86.62,-0.2,5652498000,24.57%,51.16%,10.19%,67% Buy,NASDAQ,0.27%,94.39,60.21,86.41
RGNX,Regenxbio Inc,30.6,0,943975000,87.12%,0.00%,39.89%,67% Buy,NASDAQ,0.33%,36.1,15.4,31.03
RGR,Sturm Ruger & Company,52.2,0.2,918840000,-13.29%,24.76%,30.47%,67% Sell,NYSE,0.38%,68.8,44.8,51.89
RGS,Regis Corp,14.97,-0.7,704968000,28.47%,-10.54%,31.69%,67% Buy,NYSE,-1.45%,15.61,9.02,15.23
RH,Restoration Hardware Holdings,81.16,-1.79,1803460000,180.66%,6.16%,38.45%,100% Buy,NYSE,-4.82%,88.54,24.41,85.21
RHI,Robert Half International Inc,51.35,0.96,6417515000,33.52%,-7.16%,24.55%,100% Buy,NYSE,0.96%,53.49,34.42,50.94
RHP,Gaylord Entertainment Company,65.2,0.32,3331957000,31.54%,31.89%,9.81%,33% Buy,NYSE,0.17%,67.97,48.35,64.73
RHT,Red Hat Inc,119.89,-1.05,21623010000,55.51%,105.84%,12.39%,100% Buy,NYSE,-1.15%,122.95,68.54,120.73
RICE,Rice Energy Inc,27.24,-2.92,6464946000,18.31%,7.30%,21.34%,67% Buy,NYSE,-3.95%,29.55,18.3,28.33
RICK,RCI Hospitality Hold,27.55,-1.05,274979000,147.09%,137.73%,37.44%,100% Buy,NASDAQ,-2.62%,28.5,11.17,28.19
RIG,Transocean Inc,9.9,-1.29,3974694000,-1.55%,-65.94%,34.96%,67% Buy,NYSE,-2.56%,16.66,7.2,10.15
RIGL,Rigel Pharmaceutical,3.66,-0.37,546777000,36.62%,90.91%,119.50%,67% Buy,NASDAQ,-3.17%,4.33,1.94,3.77
RILY,B. Riley Financl,16.6,1.14,433288000,36.07%,118.67%,16.83%,67% Sell,NASDAQ,1.22%,21.3,12.1,16.4
RJF,Raymond James Financial,85.24,-1.33,12452249000,45.97%,53.86%,12.46%,67% Buy,NYSE,-1.30%,87.22,58.17,86.58
RL,Ralph Lauren Corp,91.08,0.49,7367844000,-6.68%,-45.00%,22.04%,100% Buy,NYSE,0.45%,114,66.06,90.36
RLGT,Radiant Logistics,4.76,0.79,234698000,74.73%,23.51%,25.06%,67% Sell,AMEX,-0.42%,6.65,2.48,4.84
RLGY,Realogy Holdings Corp,32.28,0,4414366000,33.97%,-21.04%,20.44%,33% Sell,NYSE,-0.31%,35.18,21.43,32.6
RLH,Westcoast Hospitality Corp,8.75,0.44,207768000,7.58%,55.20%,30.91%,100% Buy,NYSE,-0.57%,9.4,6.15,8.78
RLI,Rli Corp,57.31,-0.28,2532569000,-0.57%,15.91%,18.87%,Hold,NYSE,-0.30%,64.66,50.34,57.75
RLJ,Rlj Lodging Trust,21.56,-0.71,2713413000,3.85%,-32.43%,17.46%,67% Buy,NYSE,-0.96%,25.1,18.92,21.69
RM,Regional Managment Corp,24.03,-0.93,281231000,9.26%,107.03%,22.06%,Hold,NYSE,-0.46%,27.56,18.31,24.23
RMAX,Re/Max Holdings Inc,66.7,0.39,1175280000,50.68%,107.50%,12.12%,100% Buy,NYSE,0.45%,67.45,42.1,66.35
RMBS,Rambus Inc,14.22,-0.69,1574725000,14.19%,25.85%,19.92%,100% Buy,NASDAQ,-1.32%,14.5,11.3,14.21
RMD,Resmed Inc,78.41,-0.79,11248816000,22.55%,51.38%,11.74%,67% Buy,NYSE,-0.81%,81.87,56.59,78.94
RMR,The Rmr Grp A,51.3,0,782180000,42.70%,0.00%,15.41%,67% Buy,NASDAQ,-0.97%,55.1,33.9,51.75
RMTI,Rockwell Medical In,6.1,-1.8,338380000,4.24%,-25.00%,55.69%,67% Sell,NASDAQ,-6.73%,8.98,3.55,6.61
RNET,Rignet Inc,17.05,-0.48,314468000,2.40%,-60.30%,29.16%,Hold,NASDAQ,-1.16%,23.9,13.9,17.42
RNG,Ringcentral Inc,41.3,-0.23,3180145000,78.40%,215.83%,33.09%,67% Buy,NYSE,-0.48%,44.95,19.35,41.82
RNR,Renaissancere Holdings Ltd,138.22,-0.21,5573543000,10.90%,33.91%,9.87%,67% Sell,NYSE,-0.11%,152,120.55,139.3
RNST,Renasant Corp,41.85,-1.77,2102018000,23.89%,41.36%,14.21%,Hold,NASDAQ,-1.81%,45.31,32.51,42.62
RNWK,Realnetworks Inc,4.7,-0.52,176328000,3.27%,-31.30%,19.08%,67% Buy,NASDAQ,-0.84%,5.45,3.9,4.75
ROCK,Gibraltar Ind Inc,32.53,-1.78,1042800000,-8.15%,116.39%,15.02%,33% Buy,NASDAQ,-1.42%,48.05,25.61,32.92
ROG,Rogers Corp,137.8,-1.59,2551613000,152.34%,105.40%,19.28%,100% Buy,NYSE,-1.87%,141.99,51.98,140.36
ROIC,Retail Opp Invts Cp,18.6,-1.16,2053048000,-12.07%,14.50%,9.54%,100% Sell,NASDAQ,-0.59%,22.37,18.45,18.69
ROK,Rockwell Automation Inc,186.81,-1.27,24218964000,57.96%,67.94%,8.72%,100% Buy,NYSE,-0.99%,189.91,117.24,188.85
ROL,Rollins Inc,43.99,-4.18,10279172000,56.72%,121.92%,25.39%,67% Buy,NYSE,-6.70%,48.29,28.24,47.24
ROLL,RBC Bearings Incorp,125.84,-0.89,3033198000,78.54%,108.56%,7.94%,67% Buy,NASDAQ,-0.68%,135.54,67.99,126.85
ROP,Roper Industries,254.15,-0.29,26048724000,48.45%,60.98%,10.11%,100% Buy,NYSE,-0.27%,256.06,167.5,254.7
ROSE,Rosehill Resources Inc,8.6,-0.4,315134000,-14.85%,0.00%,95.70%,Hold,NASDAQ,-2.38%,11.69,5.52,8.87
ROST,Ross Stores Inc,63.4,-1.68,24808858000,0.68%,59.42%,11.49%,67% Buy,NASDAQ,-1.46%,69.81,52.85,64.41
ROX,Castle Brands,1.12,-2.41,193886000,41.77%,-36.90%,34.31%,100% Sell,AMEX,-5.08%,2.22,0.65,1.19
RP,Realpage Inc,42.8,-0.79,3582878000,54.22%,118.17%,18.56%,100% Buy,NASDAQ,-1.27%,43.65,26.45,43.14
RPAI,Retail Properties of America,12.35,-1.69,2909844000,-21.30%,-19.69%,16.59%,33% Sell,NYSE,-1.98%,15.81,11.61,12.69
RPD,Rapid7 Inc,18.23,-0.84,798275000,21.25%,0.00%,24.57%,100% Buy,NASDAQ,-1.46%,19.29,10.63,18.21
RPM,RPM International Inc,52.02,-0.19,6977465000,10.95%,15.34%,12.78%,33% Buy,NYSE,-0.44%,56.48,46.25,52.2
RPT,Ramco-Gershenson Properties Trust,12.95,-0.27,1030886000,-26.15%,-25.69%,13.69%,100% Sell,NYSE,-0.31%,17.56,11.86,13.07
RPXC,Rpx Corp,13.22,-0.98,661320000,29.97%,-4.91%,10.95%,67% Sell,NASDAQ,-1.05%,15.15,8.98,13.38
RRC,Range Resources Corp,18.04,-1.43,4612737000,-49.54%,-72.82%,29.00%,67% Sell,NYSE,-2.96%,39.64,15.99,18.57
RRD,Donnelley [R.R.] & Sons Co.,9.6,-0.37,688100000,-48.82%,-65.24%,28.11%,67% Sell,NYSE,-2.34%,19.04,8.6,9.8
RRGB,Red Robin Gourm,65.4,-1.93,871482000,42.96%,22.61%,23.84%,Hold,NASDAQ,-2.97%,74.11,44.75,67.32
RRR,Rd Rock Rsrts Cla,23.6,-1.03,2755739000,4.67%,0.00%,12.35%,Hold,NASDAQ,-0.59%,24.94,20.87,23.78
RRTS,Roadrunner Transportation Systems Inc,9.13,-0.86,361163000,22.06%,-54.29%,35.82%,67% Buy,NYSE,-3.08%,11.88,6.05,9.5
RS,Reliance Steel & Aluminum Company,76.22,-1.37,5651208000,11.20%,14.88%,19.04%,67% Buy,NYSE,-1.68%,88.58,66.63,77.08
RSG,Republic Services,63.71,0.04,21522332000,25.50%,66.43%,19.43%,Hold,NYSE,-0.31%,67.18,50.75,64.05
RSO,Resource Capital,10.26,-1.41,324887000,-19.61%,-51.09%,10.91%,Hold,NYSE,-0.87%,12.77,7.57,10.35
RSPP,Rsp Permian Inc,31.31,-1.53,5035550000,-18.53%,29.75%,17.74%,67% Sell,NYSE,-1.39%,46.92,28.76,31.91
RST,Rosetta Stone,9.78,0,217636000,33.92%,2.72%,27.43%,67% Sell,NYSE,-0.51%,12.4,6.8,9.72
RSYS,Radisys Cp,1.27,0,49971000,-73.22%,-48.80%,32.48%,100% Sell,NASDAQ,-0.78%,5.26,1.23,1.28
RT,Ruby Tuesday,2.38,0.05,145632000,-21.80%,-69.01%,67.44%,100% Buy,NYSE,unch,3.68,1.69,2.38
RTEC,Rudolph Technologies,26.67,-1.46,853596000,47.53%,209.23%,12.12%,100% Buy,NYSE,-1.77%,27.95,16.8,27.22
RTIX,Rti Surgical Inc,4.45,0.57,267795000,53.20%,-11.59%,30.54%,67% Sell,NASDAQ,-1.11%,6,2.5,4.55
RTN,Raytheon Company,188.38,-0.53,54886276000,34.93%,82.04%,8.42%,100% Buy,NYSE,-0.38%,190.06,132.89,189.22
RTRX,Retrophin Inc,24.05,-0.42,926109000,17.83%,149.28%,21.90%,67% Buy,NASDAQ,-0.33%,25.44,15.55,24.16
RUBI,The Rubicon Project Inc,3.36,-1.15,172875000,-58.00%,-69.72%,44.58%,100% Sell,NYSE,-3.17%,9.16,3.33,3.51
RUN,Sunrun Inc,5.39,-0.47,578054000,-9.70%,0.00%,24.77%,67% Sell,NASDAQ,-0.92%,7.78,4.15,5.47
RUSHA,Rush Entpr Cl A,47.43,-0.94,1912622000,108.37%,26.19%,18.71%,100% Buy,NASDAQ,-1.35%,48.82,22.52,48.26
RUSHB,Rush Entpr Cl B,46,0.06,1828687000,97.42%,41.97%,16.28%,100% Buy,NASDAQ,0.07%,47.12,22.83,46.21
RUTH,Ruth's Hospitality,20.8,-1.61,640131000,43.25%,72.97%,16.55%,67% Sell,NASDAQ,-1.19%,22.65,14.1,21.02
RVNC,Revance Therapeutics,25.7,0.32,785910000,71.34%,26.49%,22.17%,67% Buy,NASDAQ,0.78%,28.75,12.35,25.5
RVSB,Riverview Bancorp,8.65,0.46,194659000,56.01%,112.29%,19.77%,67% Buy,NASDAQ,0.12%,9.05,5.06,8.69
RWT,Redwood Trust,16.11,-2.22,1268624000,12.10%,-12.45%,14.48%,67% Sell,NYSE,-2.07%,17.45,13.57,16.48
RXDX,Ignyta Inc,15.75,-0.09,1038312000,199.79%,126.52%,61.10%,100% Buy,NASDAQ,0.45%,18.3,4.15,15.69
RXN,Rexnord Corp,25.31,-2.11,2691275000,28.25%,-12.22%,16.42%,67% Buy,NYSE,-2.43%,26.24,15.8,25.9
RYAM,Rayonier Advanced Materials Inc,14.05,-0.23,609815000,3.92%,-50.61%,24.62%,33% Sell,NYSE,-0.28%,17.6,11.87,14.05
RYI,Ryerson Holding Corp,9.25,-0.94,360161000,-12.26%,-24.10%,70.87%,67% Buy,NYSE,-4.64%,16.85,7.65,9.53
RYN,Rayonier Inc REIT,29.01,-1.48,3775481000,8.90%,-12.49%,8.29%,Hold,NYSE,-0.96%,30.18,25.85,29.3
S,Sprint Corp,7.09,0.66,27961080000,8.77%,18.04%,23.83%,100% Sell,NYSE,1.29%,9.65,5.83,6.96
SABR,Sabre Corp,17.99,-1.72,5094271000,-30.28%,6.28%,14.51%,67% Sell,NASDAQ,-1.59%,27.35,17.3,18.27
SAFE,Safety Income and Growth Inc,18.36,-0.71,336515000,-3.42%,0.00%,18.13%,N/A,NYSE,-0.76%,20,18.02,18.49
SAFM,Sanderson Farms In,142.42,-0.98,3297073000,63.88%,72.65%,31.31%,67% Buy,NASDAQ,-1.77%,166.65,74.07,146.55
SAFT,Safety Ins Group Inc,80.15,0.05,1215788000,18.18%,28.65%,21.64%,100% Buy,NASDAQ,-0.12%,83.3,65.3,80.3
SAGE,Sage Therapeutic Com,60.56,-1.39,2303374000,38.13%,57.64%,23.45%,67% Sell,NASDAQ,-1.80%,90.8,38.3,61.93
SAH,Sonic Automotive,20.25,0.75,875007000,11.51%,-19.85%,41.78%,67% Buy,NYSE,1.50%,27.45,15.95,19.68
SAIA,Saia Inc,60.6,-0.39,1549905000,107.38%,24.24%,30.40%,67% Buy,NASDAQ,-0.49%,63.1,31,61.13
SAIC,Science Applications Internatio,72.88,0.96,3121496000,5.22%,47.60%,13.71%,33% Buy,NYSE,0.96%,89.87,60.21,72.15
SALM,Salem Media Grp Inc,6.3,0,160638000,5.13%,-20.23%,28.45%,67% Sell,NASDAQ,2.44%,8.25,5,6.32
SALT,Scorpio Bulkers Inc,8.05,-0.95,630091000,111.84%,-85.77%,61.18%,100% Buy,NYSE,-3.59%,10.14,3.35,8.45
SAM,Boston Beer Company,177,-0.42,2139560000,8.36%,-28.51%,24.28%,100% Buy,NYSE,-0.56%,181.1,128.7,177.15
SAMG,Silvercrest Ast Cm A,15.58,0.11,201528000,38.05%,4.15%,44.60%,100% Buy,NASDAQ,0.19%,16.25,11.07,15.45
SANM,Sanmina Corp,38.9,-0.22,2928125000,33.62%,54.97%,18.27%,33% Buy,NASDAQ,0.13%,42.95,26.95,38.97
SASR,Sandy Spring Bancorp,40.51,-1.4,985989000,29.41%,59.30%,14.71%,67% Buy,NASDAQ,-1.44%,45.64,30.91,41.19
SATS,Echostar Corp,54.4,-1.42,5250229000,17.33%,17.46%,9.23%,100% Sell,NASDAQ,-0.89%,62.5,44.01,54.9
SAVE,Spirit Airlines Inc,33.83,-0.57,2387022000,-30.13%,-52.93%,33.66%,67% Sell,NASDAQ,-1.69%,60.4,30.32,34.2
SBAC,SBA Communications,147.3,-0.71,17840962000,27.97%,31.96%,13.55%,67% Buy,NASDAQ,-0.63%,154.71,95.66,148.11
SBCF,Seacoast Banking Cp,24.32,-1.3,1073956000,38.63%,93.57%,15.66%,Hold,NASDAQ,-1.54%,25.88,16.82,24.78
SBCP,Sunshine Bancorp,23.24,-1.88,190953000,64.81%,97.02%,16.47%,67% Buy,NASDAQ,-2.27%,24.25,14.01,23.77
SBGI,Sinclair Brdcst A,30.75,-0.04,3163160000,18.82%,6.02%,35.46%,67% Sell,NASDAQ,-0.16%,43.05,24.15,30.6
SBH,Sally Beauty Holdings,17.36,-0.57,2308171000,-32.88%,-40.05%,34.92%,100% Sell,NYSE,-1.20%,30.17,16.35,17.58
SBNY,Signature Bank,134.48,-0.21,7294039000,16.47%,12.18%,28.59%,33% Buy,NASDAQ,-1.03%,164.23,116.01,135.78
SBOW,Silverbow Resources Inc,22.03,0,253891000,-31.19%,0.00%,24.39%,67% Sell,NYSE,0.05%,35.7,19.89,22.04
SBRA,Sabra REIT,20.34,-2.2,3735701000,-18.01%,-26.64%,19.05%,100% Sell,NASDAQ,-2.96%,29.1,19.3,20.93
SBSI,Southside Bancshares,36.4,-0.85,1076778000,11.00%,9.29%,13.75%,Hold,NASDAQ,-0.82%,38.99,31.2,36.79
SBUX,Starbucks Corp,53.72,-1.24,78374888000,0.06%,43.67%,13.67%,67% Sell,NASDAQ,-1.03%,64.87,50.84,54.29
SC,Santander Consumer USA Holdings,15.1,-1.03,5501115000,19.59%,-17.30%,16.14%,67% Buy,NYSE,-1.31%,15.87,10.76,15.23
SCCO,Southern Peru Copper Corp,43.48,-1.79,34299340000,54.78%,54.17%,19.58%,100% Buy,NYSE,-2.01%,44.69,26.52,44.17
SCG,Scana Corp,47.12,-1.89,6901607000,-33.95%,-12.02%,21.31%,100% Sell,NYSE,-2.42%,74.99,46.4,48.14
SCHL,Scholastic Cp,36.93,-0.07,1295720000,-2.89%,6.32%,11.68%,67% Sell,NASDAQ,-0.22%,49.38,33.51,37.07
SCHN,Schnitzer Steel A,29.6,-1.59,826683000,22.82%,29.72%,31.48%,100% Buy,NASDAQ,-3.11%,31.35,17.5,29.85
SCHW,The Charles Schwab Corp,44.29,-1.57,60514832000,39.70%,57.62%,20.05%,Hold,NYSE,-1.99%,46.21,30.66,45.04
SCI,Service Corporation International,33.28,-1.96,6324629000,27.48%,54.46%,10.36%,33% Sell,NYSE,-1.48%,35.89,24.9,33.88
SCL,Stepan Company,79.75,-4.06,1943663000,13.05%,94.83%,27.93%,67% Sell,NYSE,-7.56%,92.97,67.85,86.07
SCMP,Sucampo Pharma Inc,9.8,-1.07,467828000,-20.79%,16.59%,41.23%,33% Sell,NASDAQ,-2.49%,17.55,9.3,10.15
SCS,Steelcase Inc,14.7,0,1764000000,8.49%,-17.04%,22.95%,Hold,NYSE,unch,18.15,12.5,14.77
SCSC,Scansource Inc,43.3,-0.22,1098454000,17.19%,13.67%,16.44%,67% Buy,NASDAQ,-0.23%,45.35,29.05,43.58
SCSS,Select Comfort Cp,33.36,-0.51,1348305000,71.66%,31.80%,34.23%,33% Buy,NASDAQ,-1.48%,36.74,18.44,33.71
SCVL,Shoe Carnival Inc,21.37,-1.09,369504000,-16.14%,17.99%,26.99%,67% Buy,NASDAQ,-1.57%,31.79,15.07,21.81
SCWX,Secureworks Corp CS,10.62,-1.12,875556000,-7.26%,0.00%,26.42%,Hold,NASDAQ,-1.67%,12.99,8.25,10.85
SD,Sandridge Energy Inc,17.85,-2.38,658914000,-32.72%,0.00%,20.62%,Hold,NYSE,-2.94%,26.62,15.03,18.52
SEAS,Seaworld Entertainment Inc Co,11.94,-0.53,1100183000,-14.47%,-36.85%,51.87%,100% Sell,NYSE,-1.73%,20.13,11.1,12.26
SEB,Seaboard Corp,4138.85,-1.97,4968990000,16.24%,38.21%,19.56%,33% Sell,AMEX,-2.55%,4690,3178.01,4253.55
SEE,Sealed Air Corp,44.14,-0.75,8467737000,4.24%,22.92%,14.78%,67% Sell,NYSE,-0.94%,50.62,41.22,44.71
SEIC,Sei Investments Co,62.08,-2.08,10039985000,38.21%,64.25%,13.82%,67% Buy,NASDAQ,-2.24%,64.08,43.65,63.34
SELB,Selecta Biosciences,20.11,0.35,450228000,24.86%,0.00%,52.81%,67% Buy,NASDAQ,-1.42%,28,10.27,20.11
SEM,Select Medical Holdings Corp,19.05,-0.12,2535166000,48.63%,32.25%,30.52%,100% Buy,NYSE,-0.10%,19.6,10.2,18.94
SEMG,Semgroup Corp,24.9,-2.39,2033620000,-26.76%,-66.32%,24.87%,Hold,NYSE,-3.68%,43.2,22.55,25.88
SENEA,Seneca Foods Cp A,34.6,-0.43,342780000,18.29%,29.46%,21.52%,67% Buy,NASDAQ,-0.57%,42.65,27.75,34.75
SERV,Servicemaster Global Holdings I,44.58,-1.9,6064848000,24.28%,89.53%,14.30%,67% Buy,NYSE,-1.91%,48.48,34.71,45.34
SF,Stifel Financial Corp,52.22,-0.95,3612916000,36.68%,11.32%,15.93%,67% Buy,NYSE,-1.27%,56.62,36.71,52.83
SFBS,Servisfirst Bancs,40.64,-1.29,2180245000,51.37%,179.15%,18.09%,100% Buy,NASDAQ,-1.26%,42.66,25.59,41.46
SFE,Safeguard Scientifics,13.3,-0.43,273494000,2.07%,-32.83%,27.81%,67% Buy,NYSE,-0.75%,14.35,10.6,13.57
SFL,Ship Finance International,14.45,-1.01,1365100000,6.09%,-15.07%,16.16%,67% Buy,NYSE,-1.03%,16.1,12.07,14.63
SFLY,Shutterfly Inc,44.79,-4.28,1629457000,5.42%,16.73%,32.33%,67% Sell,NASDAQ,-8.27%,53.99,41.91,49.12
SFM,Sprouts Farmers Mark,18.74,-0.13,2557039000,-12.67%,-35.21%,25.42%,67% Sell,NASDAQ,-0.64%,25.98,17.38,18.88
SFNC,Simmons First Natl,58.05,-0.66,1885011000,17.93%,39.68%,18.58%,67% Buy,NASDAQ,-1.02%,67,47,58.91
SFR,Starwood Waypoint Homes,36.5,-0.09,4693028000,25.14%,39.69%,14.42%,67% Buy,NYSE,-0.19%,37.94,27.87,36.5
SFS,Smart,6.38,-0.55,484831000,-49.01%,-55.59%,55.96%,100% Sell,NYSE,-2.60%,15.45,6.25,6.65
SFST,Southern First Bancs,37.85,-1.12,275953000,41.51%,162.15%,9.46%,33% Buy,NASDAQ,0.26%,38.55,25.85,37.45
SGA,Saga Communications,44,-0.23,260927000,-3.19%,10.10%,23.28%,Hold,AMEX,-0.34%,52.05,37.75,44.28
SGC,Superior Uniform Grp,23.3,-1.5,350935000,23.09%,98.00%,20.65%,100% Buy,NASDAQ,-1.94%,23.97,15.78,23.74
SGEN,Seattle Genetics Inc,61.2,-0.81,8919351000,21.44%,70.06%,37.44%,33% Buy,NASDAQ,-1.86%,75.36,45.31,62.65
SGH,Smart Global Holdings Inc,29.41,-1.16,685634000,118.25%,0.00%,96.02%,67% Buy,NASDAQ,-6.58%,38.24,11.5,31.32
SGMO,Sangamo Therapeutics,12.65,-1.47,1116194000,247.95%,9.97%,53.84%,67% Buy,NASDAQ,-5.24%,17.06,2.65,13.47
SGMS,Scientific Games,44.15,0.67,3930714000,242.47%,272.56%,26.86%,67% Buy,NASDAQ,0.68%,48.05,10.9,43.72
SGRY,Surgery Partners CS,9.45,-0.49,475898000,-52.30%,0.00%,67.20%,67% Sell,NASDAQ,-3.08%,24.05,8.52,9.76
SGY,Stone Energy Corp,25.27,-0.97,516800000,43.10%,-97.36%,41.99%,67% Buy,NYSE,-2.21%,49.96,14.76,25.83
SGYP,Synergy Pharma,2.62,-0.29,596144000,-49.71%,-22.74%,73.92%,100% Sell,NASDAQ,-1.13%,7.15,2.56,2.71
SHAK,Shake Shack Inc,35.45,-0.6,1310547000,9.42%,0.00%,12.55%,33% Buy,NYSE,-0.70%,39.7,30.12,35.55
SHBI,Shore Bancshares Inc,16.83,-0.62,214588000,30.57%,84.20%,12.07%,Hold,NASDAQ,-0.47%,17.92,11.49,17.05
SHEN,Shenandoah Telecom,39.15,1.12,1898875000,48.68%,161.24%,24.44%,67% Buy,NASDAQ,1.29%,41.8,22.05,38.62
SHLD,Sears Hldgs Corp,5.62,-1.15,643566000,-49.64%,-82.85%,82.07%,100% Sell,NASDAQ,-6.18%,14.32,5.48,6.2
SHLM,Schulman A Inc,36.05,-0.98,1080809000,28.88%,3.50%,22.17%,67% Buy,NASDAQ,-1.64%,39.85,25,36.55
SHLO,Shiloh Inds Inc,9.44,-1.14,225189000,36.37%,-42.84%,33.92%,67% Sell,NASDAQ,-3.08%,16.69,6.5,9.97
SHO,Sunstone Hotel Investors,16.3,-0.62,3711350000,26.70%,7.58%,15.48%,Hold,NYSE,-1.03%,17.15,12.14,16.43
SHOO,Steven Maddens Ltd,42.47,0.14,2517708000,30.10%,35.09%,20.69%,67% Buy,NASDAQ,0.28%,43.8,32.3,42.29
SHW,Sherwin-Williams Company,390.07,0.16,36328084000,57.32%,69.42%,16.30%,100% Buy,NYSE,0.30%,394.1,239.48,388.46
SIFI,Si Financial Grp MD,15.1,0.34,184830000,14.72%,37.23%,15.39%,Hold,NASDAQ,-0.33%,16.45,12.3,15.17
SIG,Signet Jewelers Ltd,64.71,-1.36,4021799000,-20.48%,-44.57%,35.15%,67% Buy,NYSE,-2.72%,101.46,46.09,66.02
SIGI,Selective Ins Group,55.15,0.42,3215636000,38.94%,113.40%,13.54%,100% Buy,NASDAQ,0.09%,56.75,34.95,55.32
SIGM,Sigma Designs Inc,5.95,0,229194000,-21.71%,49.12%,27.27%,Hold,NASDAQ,unch,8.35,5.2,6.05
SIR,Select Income REIT,23.36,-1.33,2125095000,-8.11%,-3.06%,16.19%,67% Sell,NASDAQ,-1.68%,26.79,22.51,23.77
SIRI,Sirius XM Holdings I,5.51,-2.68,26386474000,32.22%,66.76%,18.96%,67% Buy,NASDAQ,-3.67%,5.89,4.07,5.73
SITE,Siteone Landscape Supply,62.23,-0.79,2499249000,96.60%,0.00%,15.66%,100% Buy,NYSE,-1.05%,63.9,26.6,63.19
SIVB,Svb Financial Grp,185.67,-1.13,9957883000,50.62%,68.76%,20.32%,Hold,NASDAQ,-1.76%,198.83,116.59,189.48
SIX,Six Flags Entertainment Corp,59.15,-2.78,5313042000,16.49%,54.07%,22.38%,Hold,NYSE,-4.74%,65.19,51.19,61.94
SJI,South Jersey Industries,33.1,-0.03,2630719000,14.64%,12.79%,36.84%,33% Sell,NYSE,0.09%,38.4,28.04,33.18
SJM,J.M. Smucker Company,102.89,-1.76,11860024000,-21.04%,0.40%,14.12%,67% Sell,NYSE,-1.47%,143.68,102.31,104.52
SJW,SJW Corp,61.34,-0.87,1274902000,36.34%,94.49%,24.21%,100% Buy,NYSE,-1.32%,66.45,44.53,62.68
SKT,Tanger Factory Outlet Centers,24.55,-1.87,2380647000,-32.61%,-29.91%,17.76%,67% Sell,NYSE,-2.07%,37.34,23.06,25.17
SKX,Skechers U.S.A.,33.47,0.03,5302652000,69.68%,83.40%,123.55%,33% Buy,NYSE,0.15%,34.87,19.59,33.69
SKYW,Skywest Inc,43.6,-1.96,2338648000,45.74%,292.36%,28.33%,67% Buy,NASDAQ,-3.54%,47.6,28.8,45.02
SLAB,Silicon Labs Inc,89.25,1.93,3763547000,43.43%,94.01%,14.30%,100% Buy,NASDAQ,0.90%,92.7,58.35,88.48
SLB,Schlumberger N.V.,63.14,1.22,86479400000,-21.34%,-36.71%,13.71%,100% Sell,NYSE,1.12%,87.84,61.4,62.4
SLCA,U.S. Silica Holdings Inc,27.77,-0.92,2286874000,-43.78%,-37.28%,33.91%,67% Sell,NYSE,-1.38%,61.49,24.26,28.1
SLD,Sutherland Asset Management Corp MD,15.77,0.37,504000000,6.23%,-13.18%,6.87%,67% Buy,NYSE,0.13%,16.1,12.4,15.73
SLG,SL Green Realty Corp,95.14,-1.19,9374689000,-5.41%,-16.85%,15.88%,100% Sell,NYSE,-1.10%,115.34,93.9,96.81
